medi	snps_for_medi	coef	file	method	tissue	trait	seq	Pos	medi_V4_name
GRMZM2G039580	3-32409158	-0.124698863	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	3	32010385	Zm00001d048771
GRMZM2G039580	10-52526580	-0.181968576	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	10	53295900	Zm00001d048771
GRMZM2G039580	1-81930145	-0.05551524	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	1	83546784	Zm00001d048771
GRMZM2G039580	1-105453249	-0.23909694	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	1	107967605	Zm00001d048771
GRMZM2G039580	1-211588027	0.006468496	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	1	214594541	Zm00001d048771
GRMZM2G039580	7-175278094	0.03153779	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	7	180780638	Zm00001d048771
GRMZM2G039580	3-185134508	-0.122833462	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	3	188093832	Zm00001d048771
GRMZM2G039580	2-77137651	-0.206790621	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	2	78507529	Zm00001d048771
GRMZM2G039580	3-208275177	-0.099212442	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	3	211750479	Zm00001d048771
GRMZM2G039580	7-141981450	-0.062638651	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	7	146873278	Zm00001d048771
GRMZM2G039580	10-71501830	-0.29713101	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	10	70604762	Zm00001d048771
GRMZM2G039580	5-212479843	-0.073585574	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	5	218324225	Zm00001d048771
GRMZM2G039580	2-222235285	-0.208775495	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	2	228501527	Zm00001d048771
GRMZM2G039580	1-218228766	-0.057238699	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	1	221372782	Zm00001d048771
GRMZM2G039580	5-94881596	-0.051961305	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	5	97302369	Zm00001d048771
GRMZM2G039580	6-85608501	-0.096159607	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	6	88188469	Zm00001d048771
GRMZM2G039580	6-76845019	-0.122105218	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	6	79669319	Zm00001d048771
GRMZM2G039580	4-6249897	-0.087313988	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	4	7054418	Zm00001d048771
GRMZM2G039580	9-102182230	0.048740699	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	9	104649088	Zm00001d048771
GRMZM2G039580	2-222004697	-0.030568499	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	2	228291282	Zm00001d048771
GRMZM2G039580	9-102814026	-0.080339264	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	9	105289075	Zm00001d048771
GRMZM2G039580	3-185270513	0.005263494	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	3	188218450	Zm00001d048771
GRMZM2G039580	8-161644775	-0.190539366	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	8	167165668	Zm00001d048771
GRMZM2G039580	4-185236556	0.078209203	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	4	188511679	Zm00001d048771
GRMZM2G039580	4-57482896	0.008218462	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	4	59791827	Zm00001d048771
GRMZM2G039580	9-147790620	-0.22768663	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	9	150551803	Zm00001d048771
GRMZM2G039900	3-213879022	0.033083526	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	3	217473728	Zm00001d005612
GRMZM2G039900	7-106318878	0.26279548	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	7	109559827	Zm00001d005612
GRMZM2G039900	4-237425678	0.117011444	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	4	242135011	Zm00001d005612
GRMZM2G039900	5-1087183	-0.076421248	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	5	1125636	Zm00001d005612
GRMZM2G039900	7-124905979	0.220251046	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	7	128934261	Zm00001d005612
GRMZM2G039900	5-99178409	-0.097911961	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	5	101644266	Zm00001d005612
GRMZM2G039900	9-122331650	-0.051361747	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	9	124031176	Zm00001d005612
GRMZM2G039900	2-149359575	-0.144711874	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	2	153302988	Zm00001d005612
GRMZM2G039900	4-193552667	-0.182986013	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	4	197688458	Zm00001d005612
GRMZM2G039900	8-9966118	0.133333228	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_GRoot.csv	res.fixed	GRoot	X.448388..D.allose.1..17.278	8	10337368	Zm00001d005612
GRMZM2G040079	2-176811458	0.143907496	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	2	181383460	Zm00001d021145
GRMZM2G040079	6-151936305	0.164648968	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	6	155875108	Zm00001d021145
GRMZM2G040079	7-82526084	0.074383349	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	7	85409056	Zm00001d021145
GRMZM2G040079	9-37168098	-0.137177704	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	9	37657461	Zm00001d021145
GRMZM2G040079	10-77201375	-0.168026444	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	10	76546950	Zm00001d021145
GRMZM2G040079	5-56450146	0.200183241	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	5	58223646	Zm00001d021145
GRMZM2G040079	4-139282463	-0.158526211	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	4	142437326	Zm00001d021145
GRMZM2G040079	9-14560536	-0.183979187	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	9	14242111	Zm00001d021145
GRMZM2G040079	4-23977244	-0.123573461	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	4	25531731	Zm00001d021145
GRMZM2G040079	3-162238882	-0.207297355	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	3	163855097	Zm00001d021145
GRMZM2G040079	3-227734277	-0.133450373	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	3	231560030	Zm00001d021145
GRMZM2G040079	3-188828322	-0.201413186	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	3	191657976	Zm00001d021145
GRMZM2G040079	7-89179743	-0.125349176	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	7	92114855	Zm00001d021145
GRMZM2G040079	2-218498185	0.16878033	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	2	224623148	Zm00001d021145
GRMZM2G040079	10-96409158	-0.081189245	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	10	96654082	Zm00001d021145
GRMZM2G040079	5-15592561	-0.093050183	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	5	16133014	Zm00001d021145
GRMZM2G040079	6-121249401	-0.048703248	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	6	124994359	Zm00001d021145
GRMZM2G040079	2-111176372	-0.195390032	res.fixed_indirect_CobWeight_ts_GRoot.csv	res.fixed	GRoot	CobWeight	2	113715218	Zm00001d021145
GRMZM2G040207	5-200725624	0.121079619	res.fixed_indirect_GDDDaystoTassel_ts_LMAN.csv	res.fixed	LMAN	GDDDaystoTassel	5	206107328	Zm00001d016602
GRMZM2G040207	4-175304787	-0.160700595	res.fixed_indirect_GDDDaystoTassel_ts_LMAN.csv	res.fixed	LMAN	GDDDaystoTassel	4	178303505	Zm00001d016602
GRMZM2G040207	5-166016700	-0.105263124	res.fixed_indirect_GDDDaystoTassel_ts_LMAN.csv	res.fixed	LMAN	GDDDaystoTassel	5	169870458	Zm00001d016602
GRMZM2G040209	7-3172046	0.083556003	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	7	3308214	Zm00001d007048
GRMZM2G040209	5-155853026	-0.115178644	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	5	159617572	Zm00001d007048
GRMZM2G040209	2-166327408	0.058807751	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	2	170457331	Zm00001d007048
GRMZM2G040209	10-19233217	0.171517052	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	10	19662040	Zm00001d007048
GRMZM2G040209	5-11415886	-0.049889903	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	5	11737574	Zm00001d007048
GRMZM2G040209	2-166468586	0.047023802	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	2	170604739	Zm00001d007048
GRMZM2G040209	10-145510571	0.152369132	res.fixed_indirect_NIROil_ts_LMAD.csv	res.fixed	LMAD	NIROil	10	146815672	Zm00001d007048
GRMZM2G040278	4-185734994	-0.217121888	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	4	189024901	Zm00001d048185
GRMZM2G040278	5-44530235	-0.129538788	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	5	45825881	Zm00001d048185
GRMZM2G040278	3-229170007	0.144764604	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	3	232998388	Zm00001d048185
GRMZM2G040278	7-90875969	-0.134736027	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	7	93747492	Zm00001d048185
GRMZM2G040278	7-61215472	-0.086278327	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	7	57854246	Zm00001d048185
GRMZM2G040278	9-100632352	-0.052957475	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	9	103067131	Zm00001d048185
GRMZM2G040278	7-144470399	-0.199492096	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	7	149357854	Zm00001d048185
GRMZM2G040278	7-57700800	-0.201577969	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	7	61582814	Zm00001d048185
GRMZM2G040278	7-57700800	-0.112397465	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	7	61582814	Zm00001d048185
GRMZM2G040278	6-130348122	-0.117796946	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	6	134246732	Zm00001d048185
GRMZM2G040278	3-136061670	0.095339556	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	3	136725553	Zm00001d048185
GRMZM2G040278	7-90875969	-0.108746078	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	7	93747492	Zm00001d048185
GRMZM2G040278	7-144470399	-0.203291422	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	7	149357854	Zm00001d048185
GRMZM2G040278	8-92085522	-0.180557731	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	8	94356651	Zm00001d048185
GRMZM2G040278	6-136539085	-0.110069684	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	6	140451264	Zm00001d048185
GRMZM2G040278	3-229170007	0.161714041	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	3	232998388	Zm00001d048185
GRMZM2G040278	8-92085522	-0.19551675	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	8	94356651	Zm00001d048185
GRMZM2G040278	7-61215472	-0.042068049	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	7	57854246	Zm00001d048185
GRMZM2G040278	1-128764183	-0.135877447	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	1	131008532	Zm00001d048185
GRMZM2G040278	4-185734994	-0.24263862	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	4	189024901	Zm00001d048185
GRMZM2G040278	8-5486094	-0.139491631	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	8	5745470	Zm00001d048185
GRMZM2G040278	9-100632352	-0.072256678	res.fixed_indirect_TotalKernelNum_ts_L3Base.csv	res.fixed	L3Base	TotalKernelNum	9	103067131	Zm00001d048185
GRMZM2G040278	9-1347379	0.108453162	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	9	1024232	Zm00001d048185
GRMZM2G040278	3-136061670	0.124452686	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	3	136725553	Zm00001d048185
GRMZM2G040278	9-152919794	-0.164278718	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	9	155797945	Zm00001d048185
GRMZM2G040278	5-44530235	-0.096397901	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	5	45825881	Zm00001d048185
GRMZM2G040278	1-128764183	-0.138808521	res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv	res.fixed	L3Base	TotalKernelVolume	1	131008532	Zm00001d048185
GRMZM2G040441	2-141026756	-0.08744305	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	2	145210960	Zm00001d029768
GRMZM2G040441	8-156993023	0.054281493	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	8	162291609	Zm00001d029768
GRMZM2G040441	2-49690115	0.067242297	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	2	51110686	Zm00001d029768
GRMZM2G040441	3-51180531	0.094404643	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	3	51008843	Zm00001d029768
GRMZM2G040441	3-152214513	0.126020995	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	3	153564404	Zm00001d029768
GRMZM2G040441	3-179175025	-0.059424506	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	3	181958298	Zm00001d029768
GRMZM2G040441	2-6983059	-0.17698221	res.fixed_indirect_X.439183..3.phosphoglyceric.acid..16.504_ts_GShoot.csv	res.fixed	GShoot	X.439183..3.phosphoglyceric.acid..16.504	2	6887124	Zm00001d029768
GRMZM2G040991	1-213942717	0.101024448	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	1	217015008	Zm00001d000035
GRMZM2G040991	3-36710590	-0.116626755	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	3	36437831	Zm00001d000035
GRMZM2G040991	9-33337341	-0.236572854	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	9	33744813	Zm00001d000035
GRMZM2G040991	8-169523281	0.174344049	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	8	175156143	Zm00001d000035
GRMZM2G040991	4-137115652	0.093185354	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	4	140189734	Zm00001d000035
GRMZM2G040991	1-295971268	-0.105610578	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	1	301384070	Zm00001d000035
GRMZM2G040991	9-85405291	-0.246668463	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	9	87739048	Zm00001d000035
GRMZM2G040991	10-89115546	-0.139173738	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	10	89368667	Zm00001d000035
GRMZM2G040991	5-167981886	-0.109823162	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	5	171906861	Zm00001d000035
GRMZM2G040991	1-235804073	-0.166568183	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	1	239212768	Zm00001d000035
GRMZM2G040991	7-4727779	-0.114271721	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	7	4981708	Zm00001d000035
GRMZM2G040991	9-31340412	-0.130712928	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	9	31504926	Zm00001d000035
GRMZM2G040991	4-123250480	-0.159621181	res.fixed_indirect_RowQuality_ts_L3Tip.csv	res.fixed	L3Tip	RowQuality	4	126205722	Zm00001d000035
GRMZM2G041418	9-24987603	-0.199191845	res.fixed_indirect_X.9750..citrulline.2..16.691_ts_LMAN.csv	res.fixed	LMAN	X.9750..citrulline.2..16.691	9	24958470	Zm00001d021804
GRMZM2G041418	9-24987603	-0.199191845	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_LMAN.csv	res.fixed	LMAN	X.6262..L.ornithine.2..16.632	9	24958470	Zm00001d021804
GRMZM2G041463	6-142476917	-0.140036714	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	146369857	Zm00001d038048
GRMZM2G041463	8-77345808	-0.060222131	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	8	79272470	Zm00001d038048
GRMZM2G041463	6-141806050	-0.106408701	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	145732150	Zm00001d038048
GRMZM2G041463	6-140535306	-0.211554767	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	144426344	Zm00001d038048
GRMZM2G041463	6-142411773	-0.016216199	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	146302579	Zm00001d038048
GRMZM2G041463	8-76500613	0.046585789	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	8	78405336	Zm00001d038048
GRMZM2G041463	6-33159656	0.027484892	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	34782377	Zm00001d038048
GRMZM2G041463	8-77516382	-0.137219934	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	8	79442710	Zm00001d038048
GRMZM2G041463	1-273167754	-0.118103161	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	1	277891926	Zm00001d038048
GRMZM2G041463	6-125921629	-0.073529884	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	129644963	Zm00001d038048
GRMZM2G041463	2-214507727	0.134665552	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	2	220640882	Zm00001d038048
GRMZM2G041463	3-56257776	-0.160919481	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	3	56214902	Zm00001d038048
GRMZM2G041463	4-94665641	-0.165817097	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	4	103506353	Zm00001d038048
GRMZM2G041463	6-24564279	-0.10138628	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	25945696	Zm00001d038048
GRMZM2G041463	6-142095237	0.242025088	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	146022002	Zm00001d038048
GRMZM2G041463	6-31145729	-0.107029604	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	32612157	Zm00001d038048
GRMZM2G041463	6-142465809	0.008179092	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	146359436	Zm00001d038048
GRMZM2G041463	1-271915880	-0.124907873	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	1	276607340	Zm00001d038048
GRMZM2G041463	6-141971386	-0.097856654	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	145885009	Zm00001d038048
GRMZM2G041463	1-38539884	0.122397234	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	1	38902097	Zm00001d038048
GRMZM2G041463	4-26658080	0.010496029	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	4	28156349	Zm00001d038048
GRMZM2G041463	6-122345287	-0.119477471	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_LMAN.csv	res.fixed	LMAN	X.236..L.asparagine.2..14.984	6	126064023	Zm00001d038048
GRMZM2G041842	2-191800512	-0.186046119	res.fixed_indirect_GDDAnthesis.SilkingInterval_ts_LMAN.csv	res.fixed	LMAN	GDDAnthesis.SilkingInterval	2	196880991	
